Store Name,Address,Timings,Phone Number,Latitude,Longitude
 Sector 57 ,"Shop No 13/14, Hong Kong Bazaar, Sector 57, Gurugram - 122003",Open until 11:00 PM,18002022022,28.421047,77.090658
 PH M3M Broadway Gurugram ,"Ground Floor, M3M Broadway, Golf Course Ext Road, Sector 71, Gurugram - 122004",Open until 11:00 PM,18002022022,28.40134246,77.02000315
 Sector 85 ,"Shop No G145, 146 & G147, Ground Floor, IRIS Broadway, Sector 85, Gurugram - 122004",Open until 11:00 PM,18002022022,28.4038854,76.947751
 Sector 4 ,"SCF 37, Dhanwapur Road, Huda Market, Sector 4, Gurugram - 122006",Open until 11:00 PM,18002022022,28.47351392,77.00947601
" Palam Vihar, Sector 23A ","SCO 63, Ground Floor, Huda Market, Palam Vihar, Sector 23A, Gurugram - 122015",Open until 11:00 PM,18002022022,28.50401958,77.05454989
 Ansal Plaza Palam Vihar ,"SN 1 & 2, Ground Floor, Ansal Plaza Mall, Palam Vihar, Sector 23A, Gurugram - 122017",Open until 11:00 PM,18002022022,28.511484,77.041951
 PH ILD TRADE CENTER Gurugram ,"Ground Floor, ILD Trade Centre, D1 Block, Badshahpur Sohna Hwy, Malibu Town, Sec 47, Gurugram - 122018",Open until 11:00 PM,18002022022,28.42493342,77.03897493
 PH Raheja Mall UGF ,"No 6, Upper Ground Floor, Raheja Mall, Sohna Rd, D1 Block, Malibu Town, Sector 47, Gurugram - 122018",Open until 11:00 PM,18002022022,28.4234669,77.0393616
 PH HSIIDC Market Manesar ,"No D/12, HSIIDC Market, IMT, Manesar, Sector 1, Gurugram - 122051",Open until 11:00 PM,18002022022,28.36652543,76.94608741
 PH New Town Square Gurugram ,"SN SH/G/039, Gr Flr, Newtown Square, Sector 95A, Gurugram - 122505",Open until 11:00 PM,18002022022,28.42420444,76.930947
 Civil Lines ,"No 190, Delhi Road, Civil Lines, Rohtak - 124001",Open until 11:00 PM,18002022022,28.8928925,76.6011141
 Main Rohtak Rd ,"SN 5, Kh No 433/1, Triple Metroplex, Kh No 433/1, Main Rohtak Rd, Bahadurgarh - 124507",Open until 11:00 PM,18002022022,28.69655151,76.92050902
 PH OHM Sirsa ,"OHM Complex, NH9, Sirsa Fatehabad Road, Kasan Khera, Sirsa - 125055",Open until 11:00 PM,18002022022,29.52904569,75.1322605
 Sector 14 ,"Shop No 7 to 9, Ground Floor, MG Mall, Sector 14, Sonipat - 131001",Open until 11:00 PM,18002022022,29.004267,77.033599
 NH 1 ,"Neelkanth Star, NH 1, Karnal - 132001",Open until 11:00 PM,18002022022,29.64926022,76.98531265
 Sector 6 ,"Ground Floor, FunCity Mall, Grand Trunk Road, Preet Vihar, Sector 6, Panipat - 132103",Open until 11:00 PM,18002022022,29.4109344,76.9695688
 PH Rai Market Ambala Cantt ,"S No 9 & 180/1 to 3, Minerva Cinema Cplx, Rai Market Road, Ambala Cantt, Ambala - 133001",Open until 11:00 PM,18002022022,30.341879,76.838098
 Sector 5 ,"Shop No 137, MDC Complex, Sector 5, Panchkula - 134108",Open until 11:00 PM,18002022022,30.71276667,76.84937222
 PH Brijpuri Colony Yamuna Nagar ,"No 27, Professor Colony, Krishna Colony, Model Town, Yamuna Nagar - 135001",Open until 11:00 PM,18002022022,30.13747667,77.2961062
 Sector 17 ,"SCO 29, HUDA, Sector 17, Kurukshetra - 136118",Open until 11:00 PM,18002022022,29.970437,76.8377348
 PH Solan Highway ,"Amolak Towers, Saproon, Bypass Solan to Chambaghat, Lawi Khurd, Solan - 173211",Open until 11:00 PM,18002022022,30.907756,77.092716
 PH The Gulmohar Grand Una ,"Food Court, The Gulmohar Grand, Una Chandigarh Rd, 8 Miles Stone, Behdala, Una - 174306",Open until 11:00 PM,18002022022,31.43402561,76.32315834
 PH Hotel Maple Retreat Kullu Manali ,"Food Court, Hotel Maple Retreat, NH 21, Kullu, Rangri, Manali - 175131",Open until 11:00 PM,18002022022,32.22773831,77.1886355
 Kotwali Bazar ,"Maximus Mall, Kangra, Kotwali Bazar, Dharamshala - 176215",Open until 11:00 PM,18002022022,32.2140801,76.3169901
 Mcloedganj ,"1st Floor, Hotel Lhasa, Dharamkot Road, Mcloedganj, Mcloedganj - 176219",Open until 11:00 PM,18002022022,32.2387854,76.323597
 Katra B ,"2nd Floor, Wave Mall, Katra B, Jammu - 180015",Open until 11:00 PM,18002022022,32.7096011,74.8926622
 PH Jammu Road Katra ,"Jammu Road, Katra, Udhampur - 182320",Open until 11:00 PM,18002022022,32.990951,74.929172
 MA Road ,"SN 302, 3rd Flr, City Walk Shopping Mall, Mouza Kothi Bagh, MA Road, Srinagar - 190001",Open until 11:00 PM,18002022022,34.0736635,74.8187538
 PH Bemina Srinagar ,"Ground Floor, Main Bemina Road, Srinagar - 190018",Open until 11:00 PM,18002022022,34.07651313,74.77694561
 Sector 3C ,"Bokaro Mall, IG Marg, Sector 3C, Bokaro - 827003",Open until 11:00 PM,18002022022,23.6644042,86.147026
 Bistupur ,"Unit Number RT 11, P&M Hi Tech Mall, Jamshedpur City Centre, Bistupur, Jamshedpur - 831001",Open until 11:00 PM,18002022022,22.7849037,86.1776842
 PH Sakchi Jamshedpur ,"H No 300, Line No 10, New Kalimati Road, Kasidih, Jamshedpur - 831001",Open until 11:00 PM,18002022022,22.80110291,86.20870287
 Lalpur ,"Shop No 1, Food Court, Nucleus Mall, Circular Road, Lalpur, Ranchi - 834001",Open until 11:00 PM,18002022022,23.3773501,85.33162001
 PH Hazaribagh Road Ranchi ,"Shop No 12, Ground Floor, Hormah Tower, Old HB Rd, Siromtoli Chowk, Hazaribagh Rd, Ranchi - 834001",Open until 11:00 PM,18002022022,23.35434652,85.33288476
 Hinoo ,"Shop No 101, Gr Flr, Spring City Mall, Hinoo, Ranchi - 834002",Open until 11:00 PM,18002022022,23.33301667,85.317201
 PH Nucleus Parikarma Mall Ranchi ,"No C838 & 956, Nucleus Parikarma Mall, Kanke Road, Gandhi Nagar, Ranchi - 834008",Open until 11:00 PM,18002022022,23.40339609,85.31538099
 MG Road ,"No 18, Old No 42, Ramanashree Arcade, MG Road, Bengaluru - 560001",Open until 11:00 PM,18002022022,12.972354,77.618843
 Basavanagudi ,"79/1, GF, Aishwarya Sampurna, BBMP South, Vani Vilas Rd, Gandhi Bazzar, Basavanagudi, Bengaluru - 560004",Open until 11:00 PM,18002022022,12.94816243,77.5687956
 Frazer Town ,"No 66/1, Coles Road, Frazer Town, Bengaluru - 560005",Open until 11:00 PM,18002022022,12.995631,77.613814
 Coles Road ,"No 66/1, Ground Floor, Coles Rd, Cleveland Town, Pulikeshi Nagar, Bengaluru - 560005",Open until 11:00 PM,18002022022,12.99549471,77.61382398
 Rajajinagar ,"No 542/19 A, Ground Floor, 1st Block, Rajkumar Road, Rajajinagar, Bengaluru - 560010",Open until 11:00 PM,18002022022,13.00666905,77.55452301
 FCD Jayanagar ,"No 653/67, 11th Main Road, 4th Block, Jayanagar, Bengaluru - 560011",Open until 11:00 PM,18002022022,12.9279801,77.586134
 Rammurthy Nagar ,"No 19/3, Plot No 6, K R Puram, Banaswadi Dhakle, Hobli, Rammurthy Nagar, Bengaluru - 560016",Open until 11:00 PM,18002022022,13.01340269,77.6614761
 PH Ramamurthy Nagar ,"No 129, Raghavendra Circle, Ramamurthy Nagar Extn, Bengaluru - 560016",Open until 11:00 PM,18002022022,13.019111,77.672959
 Airport Road ,"No 124, Surya Chambers, Airport Road, Bengaluru - 560017",Open until 11:00 PM,18002022022,12.9591601,77.654425
 PH GT World Mall Bangalore ,"GT World Mall, Magadi Main Road, Cholourpalya, Bengaluru - 560023",Open until 11:00 PM,18002022022,12.97397276,77.55144184
 Devesandra ,"No 3, Aramanne Nagar, New BEL Road, Devesandra, Bengaluru - 560024",Open until 11:00 PM,18002022022,13.027629,77.571665
 Sahakar Nagar ,"SN 6 & 7, G Block, 60 Feet Road, Sahakar Nagar, Bengaluru - 560024",Open until 11:00 PM,18002022022,13.0634724,77.5908636
 Hebbal Kempapura ,"No 32/1/1, Kuvempu Coffee Board Layout, Hebbal Kempapura, Bengaluru - 560024",Open until 11:00 PM,18002022022,13.049963,77.5971021
 Shanthi Nagar ,"No 4/1, & 3 Shangnessy Road, Langford Town, Shanthi Nagar, Bengaluru - 560025",Open until 11:00 PM,18002022022,12.962349,77.5990801
 Old Guddadahalli ,"Legacy Mall, 1st Cross, Mysore Road, Old Guddadahalli, Bengaluru - 560026",Open until 11:00 PM,18002022022,12.9585534,77.5531936
 Koramangala ,"No 21, The Forum, Hosur Road, Koramangala, Bengaluru - 560029",Open until 11:00 PM,18002022022,12.934263,77.610866
 RT Nagar ,"No 18, HMT Layout, 80 Feet Road, WN 20, RT Nagar, Bengaluru - 560032",Open until 11:00 PM,18002022022,13.027361,77.593436
 HRBR Layout ,"No 310, AVR Base, 5th B Cross, 3rd Blk, HRBR Layout, Bengaluru - 560034",Open until 11:00 PM,18002022022,13.026119,77.636132
 Kaikondrahalli ,"Shop No 5, MGR Complex, Sarjapur Road, Kaikondrahalli, Bengaluru - 560035",Open until 11:00 PM,18002022022,12.91186743,77.68172878
 PH Kasavanahalli Hosa Road ,"Main Road, Kasavanahalli, Bengaluru - 560035",Open until 11:00 PM,18002022022,12.90104632,77.67569116
 Pizza Hut Lulu Mall ,"Lulu India Shopping Mall, Gopalapura, Binnipete, Bengaluru - 560036",Open until 11:00 PM,18002022022,12.971248,77.5106471
 FCD TC Palya ,"Sri Rama Corner Bldg, Anandpura Circle, Sannathammana Halli, TC Palya Rd, KR Puram, Bengaluru - 560036",Open until 11:00 PM,18002022022,13.0228701,77.6963501
 Vibhuthipura ,"Khatha No 14/161, Krishnarajapuram, Hobli, Vibhuthipura, Bengaluru - 560037",Open until 11:00 PM,18002022022,12.970119,77.682198
 Marathahalli ,"4th Floor, Soul Space Arena Mall, Dodda Nakkundi, Marathahalli, Bengaluru - 560037",Open until 11:00 PM,18002022022,12.979717,77.694086
 Marathahalli ,"Survey No 88, KBR Mall, Outer Ring Road, Marathahalli, Bengaluru - 560037",Open until 11:00 PM,18002022022,12.9481586,77.6987525
 Indiranagar ,"No 1/1A, CMH Road, Indiranagar, Bengaluru - 560038",Open until 11:00 PM,18002022022,12.978283,77.640576
 PH Global Malls Nayandra Hall ,"Salarpuria Sattva Divinity Shopping Mall, Pantarapalya, Nayanda Halli, Bengaluru - 560039",Open until 11:00 PM,18002022022,12.94045806,77.52476508
 Vijaynagar ,"No 16, 17th Cross, 21st Main Road, Vijaynagar, Bengaluru - 560040",Open until 11:00 PM,18002022022,12.967816,77.535904
 Pizza Hut Kalyan Nagar ,"No 12, CMR Road, 2nd Block, Kalyan Nagar, Bengaluru - 560043",Open until 11:00 PM,18002022022,13.021684,77.630015
 KR Pura ,"27 & 28, 2 Floor, Phoenix Market city, Whitefield Road, Dyavasandra, KR Pura, Bengaluru - 560048",Open until 11:00 PM,18002022022,12.995017,77.696118
 Orion Mall ,"No 50, UG 03, LGF, Orion Mall, Bangalore East, Huskur, Bidarahalli Hobli, Bengaluru - 560049",Open until 11:00 PM,18002022022,13.055825,77.763894
 T Dasarahalli ,"No 8, Rockline Mall, Jalahalli Cross, Yeshwantpura, Chokkasandra, T Dasarahalli, Bengaluru - 560053",Open until 11:00 PM,18002022022,13.040587,77.518247
 PH Muneswara Nagar Ullal ,"No 6, Ullal Main Road, Muneswara Nagar, Bengaluru - 560056",Open until 11:00 PM,18002022022,12.9512941,77.4930298
 PH Kengeri Satellite Town ,"BDA Site No 1106, Khatha No 476/1106/416, BBMP, Ward No 159, Kengeri Satellite Town, Bengaluru - 560060",Open until 11:00 PM,18002022022,12.9195602,77.483298
 PH Banashankari 5th Stage Bangalore ,"No 410, Uttarahalli, Kengari Main Road, 5th stage, Banashankari, Bengaluru - 560061",Open until 11:00 PM,18002022022,12.904498,77.527466
 PH BSK 6 ,"No 3 & 4, Survey No 7, Kanakapura Road, BSK 6 Stage, 4th B Block, Ganigarapalya, Bengaluru - 560062",Open until 11:00 PM,18002022022,12.875315,77.534738
 Pizza Hut Bagalur ,"Ground Floor, 2nd Cross, Bagalur, Kattigenahalli, Vinayak Nagar, Bengaluru - 560064",Open until 11:00 PM,18002022022,13.121725,77.614127
 Sector A ,"No 723, Yelahanka Satellite Town, Sector A, Bengaluru - 560064",Open until 11:00 PM,18002022022,13.09921064,77.58940681
 PH Bhartiya City Centre Mall Bangalore ,"UN 07F, 1st Floor, Bhartiya City Mall, Jayadev Vihar, Bengaluru - 560064",Open until 11:00 PM,18002022022,13.0832763,77.6423729
 PIZZA HUT Whitefield ,"No 640/ 557, Ground Floor, Ramangondanhalli, Varthur Hobli, Bengaluru - 560066",Open until 11:00 PM,18002022022,12.956632,77.7409006
 Malleshwaram ,"3rd Floor, Mantri Square Mall, Sampige Road, Malleshwaram, Bengaluru - 560066",Open until 11:00 PM,18002022022,12.991655,77.570445
 Whitefield ,"No 8 to 11, Ascendas Park Square Mall, Main Road, Whitefield, Bengaluru - 560066",Open until 11:00 PM,18002022022,12.987049,77.736369
 Whitefield ,"LG/02, L Bsmt, Ascendas Park Sq Mall, Main Road, Whitefield, Bengaluru - 560066",Open until 11:00 PM,18002022022,12.9870501,77.73636002
 Whitefield ,"F 22 to 24, 1st Floor, Inorbit Mall, Whitefield, Bengaluru - 560066",Open until 11:00 PM,18002022022,12.979613,77.728072
 PH Apple City Seegehalli ,"Apple City, Chaitanya Ananya, Krishnarajapura, SH 35, Seegehalli, Bengaluru - 560067",Open until 11:00 PM,18002022022,13.0086454,77.7586708
 Begur ,"New Khata No 2004/606/601/284/6/56/13, Ward No 190, Garvebhavipalya, Begur, Bengaluru - 560068",Open until 11:00 PM,18002022022,12.892194,77.637656
 Banashankari 2nd Stage ,"No 2469/2470, 24th Cross, 21st Main Road, Banashankari 2nd Stage, Bengaluru - 560070",Open until 11:00 PM,18002022022,12.9244401,77.564307
 Nagarbhavi Circle ,"No 21, Ara Viji Trade Square, Main Rd, Jnana Bharathi, Nagarbhavi Circle, Bengaluru - 560072",Open until 11:00 PM,18002022022,12.958246,77.518923
" BTM, Sec 1 ","No 931, Bhavani Sadana, 4th Stage, Vijaya Bank Colony, BTM, Sec 1, Bengaluru - 560076",Open until 11:00 PM,18002022022,12.8929401,77.6118801
 PH Dever Chikkanahalli Bangalore ,"No 11 & 12, Ground Floor, Begur Hobli, Kodickickannahalli, Bengaluru - 560076",Open until 11:00 PM,18002022022,12.89441576,77.62010175
 Marathalli ,"Plot No 38, Madivala Dollars Scheme, BTM Layout, 1st Stage, 1stPhz, Marathalli, Bengaluru - 560076",Open until 11:00 PM,18002022022,12.956501,77.70950001
 Sundaram Shetty Ngr ,"CMC Khata No 1377, Sy No 148/1 & 148/2, Bannerghatta Main Rd, Sundaram Shetty Ngr, Bengaluru - 560076",Open until 11:00 PM,18002022022,12.891065,77.598601
 BTM Layout ,"No 805, Employees Ghriha Nirmana Sangha, MICO Layout, 2nd Stage, BTM Layout, Bengaluru - 560076",Open until 11:00 PM,18002022022,12.913939,77.608924
 PH Hennur Main Road ,"No 22, Ground Floor, 1st Main Road, Byrathi Village, Hennur, Bengaluru - 560077",Open until 11:00 PM,18002022022,13.07109956,77.65194624
 Thanisandra Main Road ,"Unit GF 05, Ground Floor, Nagavara Village, Thanisandra Main Road, Bengaluru - 560077",Open until 11:00 PM,18002022022,13.045315,77.626924
 JP Nagar ,"UN 76, RBI East Layout, 7th Phase, Puttenahalli Road, JP Nagar, Bengaluru - 560078",Open until 11:00 PM,18002022022,12.8924701,77.5816201
 JP Nagar ,"Site No 2, Ground Floor, A One, 4th Phase, 100 Feet Road, JP Nagar, Bengaluru - 560078",Open until 11:00 PM,18002022022,12.906139,77.59524002
 Basveshwar Nagar ,"No 87, Bhima Jyothi LIC Colony, Chord Road, Basveshwar Nagar, Bengaluru - 560079",Open until 11:00 PM,18002022022,12.997424,77.540683
 PH Chandapura Bangalore ,"Site No 483 to 486, Iggalur, Phase 1, Chandapura Anekal Main Road, Chandapura, Bengaluru - 560081",Open until 11:00 PM,18002022022,12.78912511,77.70444237
" PH, Gottigere ","No 2, VP Katha No 301, Uttarahalli Hobli, Gottigere, Bengaluru - 560083",Open until 11:00 PM,18002022022,12.85479184,77.58849022
 Banashankari 3rd Stage ,"SN 14, Kathriguppe, Banashankari 3rd Stage, Bengaluru - 560085",Open until 11:00 PM,18002022022,12.924734,77.550856
 PH Varthur Main Road Gunjur ,"Shop No 168/2, Ground Floor, Varthur Main Road, Gunjur, Bengaluru - 560087",Open until 11:00 PM,18002022022,12.925428,77.737185
" PH Hesarghatta Main Rd, Jalahalli West ","No 751, Geleyara Balaga Layout, Hesarghatta Main Road, Jalahalli West, Bengaluru - 560090",Open until 11:00 PM,18002022022,13.069765,77.503975
" Pizza Hut, Magadi Road ","No 6/1A3, Kishan Enterprises, Srigandhada Kaval, Sunkadakatte, Bengaluru - 560091",Open until 11:00 PM,18002022022,12.989199,77.500431
 CV Raman Nagar ,"No 9, Versova Layout, Kaggadasapura Main Road, CV Raman Nagar, Bengaluru - 560093",Open until 11:00 PM,18002022022,12.98573815,77.66831741
 Koramangala ,"No 487, 80 Feet Road, 6th Block, Koramangala, Bengaluru - 560095",Open until 11:00 PM,18002022022,12.939887,77.625242
 Vidyaranyapura ,"No G 572, 5th Block, Main Road, HMT Layout, Vidyaranyapura, Bengaluru - 560097",Open until 11:00 PM,18002022022,13.078915,77.558972
 Electronic City ,"No 55, Bommasandra Village, Hosur Road, Electronic City, Bengaluru - 560099",Open until 11:00 PM,18002022022,12.82365418,77.68497963
 Electronic City ,"No V3, 3rd Cross Road, Electronic City, Bengaluru - 560100",Open until 11:00 PM,18002022022,12.84050797,77.6636812
 HSR Layout ,"17th Cross Road, HSR Layout, Sector 6, Bengaluru - 560102",Open until 11:00 PM,18002022022,12.9136264,77.6367137
 HSR Layout ,"No 3, Ground Floor, 14th Main, 17th Cross, HSR Layout, Sector 4, Bengaluru - 560102",Open until 11:00 PM,18002022022,12.9147681,77.6383679
 Varthur Hobli ,"SN 5/78/7, Bellandur Vill, Sarjapura Road, Varthur Hobli, Bengaluru - 560103",Open until 11:00 PM,18002022022,12.925749,77.675362
 Bellandur ,"No 8A, The Bay Building, RMZ Eco World, Doddakannelli Road, Bellandur, Bengaluru - 560103",Open until 11:00 PM,18002022022,12.920363,77.685255
 Kadabesanhalli ,"No 20/5, Narayan Swamy Building, Outer Ring Road, Kadabesanhalli, Bengaluru - 560103",Open until 11:00 PM,18002022022,12.93905396,77.69519549
 Bellandur ,"No 151 to 153, Gr Flr, Green Glen Layout, Varthur Hobli, Bellandur, Bengaluru - 560103",Open until 11:00 PM,18002022022,12.927309,77.670277
 Kempagowda International Airport ,"Passenger Terminal Building Arrivals, Kempagowda International Airport, Bengaluru - 560300",Open until 11:00 PM,18002022022,13.1952901,77.65273001
 PH Attebelle Giddenahalli ,"Survey No 746, Thirumagondanahali Service Rd, Giddenahali, Bengaluru - 562107",Open until 11:00 PM,18002022022,12.78145703,77.76420865
 Pizza Hut Hoskote ,"VM Icon, Om Road, NH 75, Hoskote, Bengaluru - 562114",Open until 11:00 PM,18002022022,13.074358,77.7913906
" Dommasandra, Bangalore ","183/4, No 6 to 8, K Manjunath Reddy Cplx, Sarjapura Main Road, Dommasandra, Bengaluru - 562125",Open until 11:00 PM,18002022022,12.886024,77.743574
 PH Natura Walk Sarjapur ,"24 & 25, 124, Gr & 1st Flr, Natura Walk, No 43/2, Yamare, Sarjapur, Hobli, Anekal, Bengaluru - 562125",Open until 11:00 PM,18002022022,12.87506793,77.76612205
 VV Mohalla ,"No 1/2, 6th Main, Temple Road, VV Mohalla, Mysore - 570002",Open until 11:00 PM,18002022022,12.323275,76.629898
 Indira Nagar ,"No 8 & 9, 3rd Floor, Mall of Mysore, No C1, MG Road, Nazarbad, Indira Nagar, Mysore - 570010",Open until 11:00 PM,18002022022,12.298014,76.66464002
 Kuvempu Nagar ,"No 12th, Ground Floor, Adichunhangiri Rd, K Block, 1st Stage, Kuvempu Nagar, Mysore - 570023",Open until 11:00 PM,18002022022,12.293414,76.631811
 PH Shankar Mall Tumkur ,"SN 22, SF 01, 2nd Floor, Shankar Mall, Sira Gate Road, TUDA Layout, Shanti Nagar, Tumkur - 572106",Open until 11:00 PM,18002022022,13.3581797,77.1031394
 PH BM Road Shankaripuram ,"No 91, BM Road, Shankaripuram, Hassan - 573201",Open until 11:00 PM,18002022022,13.00335954,76.11285204
 KS Rao Road ,"4th Floor, City Center Mall, KS Rao Road, Mangaluru - 575001",Open until 11:00 PM,18002022022,12.871122,74.842471
 Attavara Vill Cantt Ward ,"No 06, Forum Mall, Food court, Pandeshwar Road, Attavara Vill Cantt Ward, Mangaluru - 575001",Open until 11:00 PM,18002022022,12.857629,74.838299
 Kadri Mangalore ,"D No 15/13/707/4/1, Time Square Complex, Shiv Bagh, Kadri, Mangalore - 575002",Open until 11:00 PM,18002022022,12.883801,74.853201
 Bejai ,"Bharath Mall, Bejai, Mangaluru - 575004",Open until 11:00 PM,18002022022,12.885966,74.84090019
 Thokottu ,"1 to 3, 11 to 13, GF, Transit One Mall, Ullal Guthu, Thokottu, Dakshina Kannada - 575020",Open until 11:00 PM,18002022022,12.8226877,74.8593868
 PH Time Square Mall Udupi ,"GF, Mandavi Times Square Mall, Thenkpete, Udupi Manipal Hwy, Kunjibettu, Udupi - 576102",Open until 11:00 PM,18002022022,13.3462199,74.75222476
 Manipal ,"No 1 & 2, Premier Park, End Point Road, Manipal, Udupi - 576104",Open until 11:00 PM,18002022022,13.3481367,74.7838042
 Eshwar Nagar ,"FF12, 1st Floor, Canara Mall, Manipal Main Road, Eshwar Nagar, Udupi - 576104",Open until 11:00 PM,18002022022,13.353023,74.790098
 Pizza Hut Davangere ,"No 3436/1 to 3, Gr Flr, Darshan Arcade, MCC B Block, Dental College Road, Davanagere - 577004",Open until 11:00 PM,18002022022,14.4510601,75.915976
 PH Shimoga ,"Site 129/129/228, Sri Shylaja Jyoti Cplx, Ward No 5, Balraj URS Rd, Tilak Nagar, Shimoga - 577201",Open until 11:00 PM,18002022022,13.934619,75.573885
 Pizza Hut Dharwad ,"No CS/050420, 1st Main Road, Shivanand Nagar, Dharwad - 580001",Open until 11:00 PM,18002022022,15.4490501,75.011279
 PH Steller Mall Hubli ,"Shop No 11, RS No 12B/1B/2A, Gr Flr, Ward 3, Khatha No 34B/361, Vidyanagar, Hubli - 580021",Open until 11:00 PM,18002022022,15.359217,75.1274501
 Hubli ,"Unit G8, Ground Floor, Gokul, Airport Road, Dharward - 580030",Open until 11:00 PM,18002022022,15.350225,75.111004
 Devi Ngr ,"No 12/12A/85, CTS WN 16 & 18, Blk No 03, Parvathi Ngr Main Rd, KBH Colony, Devi Ngr, Bellary - 583101",Open until 11:00 PM,18002022022,15.151749,76.923136
 PH Hosapete ,"Survey No 17, Khan Building, 2nd Cross, Basaveshwara Rd, College Rd, Hosapete, Hosapete - 583201",Open until 11:00 PM,18002022022,15.27464147,76.38145359
 PH New Jevargi Road Gulbarga ,"No 4, AY Patil Pride, New Jevargi Road, Bhagyavanti Nagar, Gulbarga - 585102",Open until 11:00 PM,18002022022,17.309601,76.815343
 Market Road ,"City Center Mall, Market Road, Gulbarga - 585102",Open until 11:00 PM,18002022022,17.3363108,76.8363066
 Pizza Hut Kalaburagi ,"2/910/71/2, GF, Lahoti Business Centre, Sy No 71/2, Sedam Road, Ring Road, Badepur, Gulbarga - 585105",Open until 11:00 PM,18002022022,17.325489,76.853346
 Bijapur ,"MS Complex, Banjara Cross, Solapur Road, Bijapur - 586103",Open until 11:00 PM,18002022022,16.853067,75.712623
 PH JNMC Campus Belgaum ,"Unit No 1, Gr Flr, Convention Center, JNMC Campus, Nehru Nagar, Belgaum - 590001",Open until 11:00 PM,18002022022,15.8845183,74.5189903
 Pizza Hut Belgaum ,"No 198/16/17, RPD College Road, Tilakwadi, Belgaum - 590006",Open until 11:00 PM,18002022022,15.83449943,74.50496891
 PH Viraj Junction Koganoli ,"No 3777/1 to 4, Ground Floor, Food Court, Viraj Junction, Koganoli, Belgaum - 591229",Open until 11:00 PM,18002022022,16.53694886,74.31964937
 PH Secura Mall Kannur ,"G01, UGF, Secura Mall Secura Center, Chovva Mambaram Road, Elayavoor, Kannur - 670018",Open until 11:00 PM,18002022022,11.864467,75.409078
" Pizza Hut, Payyanur ","Magnum Mall, Main Road, Payyannur, Payyanur - 670307",Open until 11:00 PM,18002022022,12.1065847,75.2120262
 Pizza Hut Calicut ,"Ground Floor, Noble Building, Indira Gandhi Road, Kozhikode - 673004",Open until 11:00 PM,18002022022,11.259346,75.790086
 Kozhikode Bypass ,"T1, G1003, 3rd Floor, NH 17, Hilite City, GA College, Food Court, Kozhikode Bypass, Kozhikode - 673014",Open until 11:00 PM,18002022022,11.2483051,75.8332437
 PH Fathima Tower Ramanattukara ,"Fathima Tower, Feroke, KozhikodeNilmburGudallur Rd, Ramanattukara, Calicut - 673631",Open until 11:00 PM,18002022022,11.18249016,75.84712142
 PH Hala Mall Puthanathani ,"Hala Mall, NH 66, Puthanathani, Puthanathani - 676552",Open until 11:00 PM,18002022022,10.93432582,76.0041049
 Stadium Road ,"23/513/16, Sy No 3155/2, 1st Flr, Kajas, Ward No 5, Block No 53, Stadium Road, Palakkad - 678001",Open until 11:00 PM,18002022022,10.769393,76.661602
" Pizza Hut, West Fort ","Puthenpurackal Towers, Civil Lane Road, West Fort, Thrissur - 680011",Open until 11:00 PM,18002022022,10.521931,76.200768
 Pizza Hut Aswini Junction ,"TBPL, Akshay Arcade, Aswini Hospital Junction, Tuda Road, Thrissur - 680020",Open until 11:00 PM,18002022022,10.535635,76.214913
 Puzhakkal ,"2nd Floor, Sobha City Mall, Trissur Guruvayur Road, Puzhakkal, Thrissur - 680553",Open until 11:00 PM,18002022022,10.5498891,76.1825836
 Fort ,"Unit No 1, Survey No 18, Ground Floor, Fort, Ernakulam - 682001",Open until 11:00 PM,18002022022,9.96770101,76.2441218
 Ravipuram ,"Shop No 39/4153 & 39, Vally Aracde, Survey No 1335/5, MG Road, Ravipuram, Ernakulam - 682016",Open until 11:00 PM,18002022022,9.9606397,76.2885864
 Aluva ,"UN 1, Gr Flr, Radhani Developers, Asarikadan Road, Akkat, Aluva, Ernakulam - 682016",Open until 11:00 PM,18002022022,10.100416,76.347618
 PH Vytilla Kochi ,"Power House Junction, NH 66, Bypass Vyttilla, Ernakulam - 682019",Open until 11:00 PM,18002022022,9.9636477,76.3185671
 Edapally ,"No 34/1089, 34/1090, 3rd Flr, Lulu Mall, Edapally, Ernakulam - 682024",Open until 11:00 PM,18002022022,10.027175,76.308345
" Pizza Hut, Palarivattam ","Ground Floor, Pipeline Jn, Civil Line Road, Ernakulam - 682025",Open until 11:00 PM,18002022022,10.004428,76.311861
" Pizza Hut, Kakanad ","Grand Mall, Edachira Road, Ernakulam - 682030",Open until 11:00 PM,18002022022,10.014928,76.364851
 PH Kalamserry Kochi ,"No 32/637T, Cusat Junction, NH 47, South Kalamassery, Ernakulam - 682033",Open until 11:00 PM,18002022022,10.04836312,76.31856638
 MG Road ,"SN 408, 4th Floor, Centre Square Mall, MG Road, Cochin - 682035",Open until 11:00 PM,18002022022,9.97807301,76.282972
 PH Seaport Airport Road Kakkanad ,"No 17/2249 & 17/2250, Seaport Airport Road, CEZZ PO, Kakkanad, Ernakulam - 682037",Open until 11:00 PM,18002022022,10.002271,76.349063
 PH Thrippunithura Ernakulam ,"Ground Floor, Vadakkekotta, SH15, Thrippunithura, Ernakulam - 682306",Open until 11:00 PM,18002022022,9.95186501,76.337198
 PH AM Road Perumbavoor ,"Mullapilly Building, AM Road, Perumbavoor, Perumbavoor - 683542",Open until 11:00 PM,18002022022,10.11453908,76.47645946
